MDVP:Fo(Hz),MDVP:Fhi(Hz),MDVP:Flo(Hz),MDVP:Jitter(%),MDVP:RAP,MDVP:PPQ,Jitter:DDP,MDVP:Shimmer,Shimmer:APQ3,Shimmer:APQ5,MDVP:APQ,Shimmer:DDA,NHR,HNR,RPDE,DFA,spread1,spread2,D2,PPE
-5.6483284e-05,0.77937436,-1.0240594,1.0247801879659824,0.29357958,0.95717156,0.08618896885332106,0.29357958,14955.5,14955.5,14955.5,14955.5,0.29911,0.29911,0.29911,0.29911,0.29911,0.29911,0.29911,0.29911
