Time,Left_X,Left_Y,FOG
0.033356683,318.3582759,1187.492752,0
0.066713366,315.105958,1181.49292,0
0.100070049,306.0157585,1179.184341,0
0.133426732,304.6190143,1178.040771,0
0.166783415,301.3903856,1175.877533,0
0.200140098,302.9841542,1173.405914,0
0.233496781,303.9195371,1172.593231,0
0.266853464,304.2141724,1172.178268,0
0.300210147,304.7672009,1172.128601,0
0.33356683,306.0915041,1172.150497,0
0.366923513,312.5655413,1172.247467,0
0.400280196,314.7254062,1172.402267,0
0.433636879,318.2352591,1173.517227,0
0.466993562,325.1665378,1174.853287,0
0.500350245,328.8242984,1175.747604,0
0.533706928,330.0857306,1178.086243,0
0.567063611,329.6978617,1180.732346,0
0.600420294,329.1179895,1183.797455,0
0.633776977,329.7679639,1189.347534,0
0.66713366,331.1521339,1192.520752,0
0.700490343,330.4746294,1195.381317,0
0.733847026,329.7414637,1196.334,0
0.767203709,322.1970749,1195.265656,0
0.800560392,324.3923235,1195.234451,0
0.833917075,328.4600115,1196.244125,0
0.867273758,332.924366,1198.933182,0
0.900630441,334.1912699,1205.068283,0
0.933987124,335.1122975,1204.565887,0
0.967343807,335.9701538,1204.197159,0
1.00070049,336.0916901,1203.962708,0
1.034057173,336.0102797,1204.31221,0
1.067413856,335.6786728,1204.092789,0
1.100770539,335.3867412,1204.008484,0
1.134127222,335.171864,1204.333878,0
1.167483905,335.025394,1204.244156,0
1.200840588,335.1410937,1202.924728,0
1.234197271,335.5594325,1201.094818,0
1.267553954,335.6806684,1197.04895,0
1.300910637,335.4759836,1192.412796,0
1.33426732,335.6389117,1188.175049,0
1.367624003,338.4288168,1186.253662,0
1.400980686,339.3186879,1186.328125,0
1.434337369,339.3577623,1185.400162,0
1.467694053,339.2367411,1179.222336,0
1.501050736,322.8420067,1160.66246,0
1.534407419,325.7841539,1170.113831,0
1.567764102,329.464016,1170.278397,0
1.601120785,329.6618128,1171.181641,0
1.634477468,331.7940187,1174.377289,0
1.667834151,333.8219404,1176.298141,0
1.701190834,335.445621,1181.288528,0
1.734547517,335.1363516,1187.522659,0
1.7679042,335.1613927,1189.079132,0
1.801260883,334.4089365,1189.246216,0
1.834617566,333.4119916,1190.114822,0
1.867974249,325.6643343,1186.412888,0
1.901330932,316.656146,1185.885773,0
1.934687615,304.9931288,1180.466995,0
1.968044298,295.6762505,1170.661697,0
2.001400981,285.7185173,1151.011963,0
2.034757664,279.0969157,1138.108215,0
2.068114347,282.0791245,1142.247314,0
2.10147103,285.0268507,1144.496613,0
2.134827713,285.4561543,1144.459534,0
2.168184396,286.525476,1145.448685,0
