Time,Left_X,Left_Y,FOG
0.033357796,378.2210827,953.3235931,0
0.066715591,377.0386791,938.352356,0
0.100073387,387.7182055,929.2790985,0
0.133431183,396.3649178,931.8592834,0
0.166788979,390.6455898,971.3969421,0
0.200146774,392.8702354,942.6925659,0
0.23350457,394.7884226,923.1663513,0
0.266862366,398.6410618,908.8834381,0
0.300220161,402.7274179,908.0459595,0
0.333577957,401.0641909,912.5376892,0
0.366935753,399.3609667,915.1891327,0
0.400293549,399.1309404,916.1962891,0
0.433651344,399.6076441,915.215683,0
0.46700914,399.4511747,911.2506866,0
0.500366936,399.2504597,912.377243,0
0.533724731,397.595129,912.7750397,0
0.567082527,397.3749304,917.6370239,0
0.600440323,397.2727919,935.7296753,0
0.633798119,397.1200562,948.7201691,0
0.667155914,398.9647722,957.3819733,0
0.70051371,403.9359999,967.9766846,0
0.733871506,404.433732,982.3368073,0
0.767229301,405.2076244,983.0476379,0
0.800587097,407.0602369,981.3712311,0
0.833944893,406.9999409,980.6598663,0
0.867302689,406.0714245,979.9990082,0
0.900660484,406.7344236,986.9410706,0
0.93401828,406.7895269,989.8465729,0
0.967376076,407.1926737,991.4867401,0
1.000733872,408.4221554,991.2718964,0
1.034091667,410.0196791,989.7790527,0
1.067449463,410.3139925,988.8245392,0
1.100807259,410.0940514,988.1598663,0
1.134165054,409.2780161,988.1070709,0
1.16752285,408.7497711,988.3190155,0
1.200880646,408.6662579,989.4971466,0
1.234238442,409.0536976,989.3048096,0
1.267596237,408.993144,990.0737,0
1.300954033,408.1123066,997.0615387,0
1.334311829,402.8848314,1011.813583,0
1.367669624,394.4962978,1028.864899,0
1.40102742,389.3221664,1042.869263,0
1.434385216,387.905488,1051.482315,0
1.467743012,385.5127001,1053.725586,0
1.501100807,385.3237867,1055.010452,0
1.534458603,386.2201595,1051.955261,0
1.567816399,387.4052668,1055.911255,0
1.601174194,387.9429531,1057.590179,0
1.63453199,387.956214,1059.581833,0
1.667889786,388.2804823,1062.704544,0
1.701247582,388.4800816,1063.586807,0
1.734605377,388.6436749,1063.547211,0
1.767963173,388.7003231,1065.251083,0
1.801320969,388.698864,1066.749039,0
1.834678764,388.7753391,1067.115021,0
1.86803656,389.0236044,1068.393784,0
1.901394356,390.0710821,1067.93045,0
1.934752152,393.2023144,1067.683792,0
1.968109947,397.9947138,1062.945557,0
2.001467743,402.7158737,1056.981201,0
2.034825539,403.4655619,1052.277145,0
2.068183334,402.9442263,1046.512451,0
2.10154113,402.8332043,1043.52562,0
2.134898926,404.4751453,1042.078018,0
2.168256722,403.9279318,1037.513962,0
2.201614517,404.174695,1036.307907,0
2.234972313,405.5570412,1034.845123,0
2.268330109,405.6151485,1034.290237,0
2.301687904,405.4146481,1034.347076,0
2.3350457,405.2343607,1033.852005,0
2.368403496,405.1005077,1032.958298,0
2.401761292,405.0295687,1032.355499,0
2.435119087,404.7098494,1032.045975,0
2.468476883,405.0629139,1032.138748,0
2.501834679,407.525053,1026.490555,0
2.535192474,413.6513472,1016.875839,0
2.56855027,413.826828,1003.282852,0
2.601908066,413.0903578,991.8443298,0
2.635265862,409.3923855,982.5083923,0
2.668623657,407.7555943,979.5297241,0
