Time,Left_X,Left_Y,FOG
0.033357796,384.7855425,790.6393433,0
0.066715591,384.7526264,791.9760895,0
0.100073387,384.3684483,791.9523621,0
0.133431183,384.0561533,792.7163696,0
0.166788979,383.9172363,792.7986908,0
0.200146774,383.0898285,794.1391754,0
0.23350457,382.4085903,797.4390411,0
0.266862366,381.5500689,800.2998352,0
0.300220161,381.5458202,800.4359436,0
0.333577957,380.9365082,801.0597992,0
0.366935753,380.3629017,800.9942627,0
0.400293549,380.3868914,801.1530304,0
0.433651344,380.548811,801.0879517,0
0.46700914,381.9438601,799.6768951,0
0.500366936,382.3730993,797.8035736,0
0.533724731,383.0507755,796.9003296,0
0.567082527,383.9116144,795.4017639,0
0.600440323,384.537878,792.2209167,0
0.633798119,385.613122,789.4693756,0
0.667155914,386.064291,788.846283,0
0.70051371,386.0031796,788.899765,0
0.733871506,386.0407734,789.0670776,0
0.767229301,385.9128857,789.1262054,0
0.800587097,386.1851835,789.6561432,0
0.833944893,386.3178349,790.0892639,0
0.867302689,386.1209822,790.2090454,0
0.900660484,386.106348,790.770874,0
0.93401828,384.316349,793.4535217,0
0.967376076,384.022336,795.3207397,0
1.000733872,383.6875963,800.2972412,0
1.034091667,384.1306973,801.1888885,0
1.067449463,386.6759205,799.0283966,0
1.100807259,387.2866058,798.9244843,0
1.134165054,390.3123522,794.5469666,0
1.16752285,389.9084759,785.9552765,0
1.200880646,389.8785639,778.0982208,0
1.234238442,388.8425446,772.4343872,0
1.267596237,387.5199366,772.4597168,0
1.300954033,385.4394436,773.6650848,0
1.334311829,379.14505,774.4015503,0
1.367669624,380.0158024,770.5680847,0
1.40102742,380.5167961,770.6977844,0
1.434385216,378.3548927,768.7231445,0
1.467743012,370.6963062,743.7948608,0
1.501100807,371.1632252,717.8651428,0
1.534458603,366.3894939,722.3976135,0
1.567816399,367.3221302,729.6795654,0
1.601174194,367.7393532,729.7728729,0
1.63453199,367.9547024,718.8977051,0
1.667889786,369.797616,722.3579407,0
1.701247582,370.9764576,722.0938873,0
1.734605377,369.2851639,723.8847351,0
1.767963173,367.4273157,704.9678802,0
1.801320969,366.8354702,709.8719788,0
1.834678764,360.1073313,719.4599152,0
1.86803656,353.2744789,727.3387909,0
1.901394356,357.0760918,769.3083954,0
1.934752152,358.9920473,766.9080353,0
1.968109947,359.9602389,787.0567322,0
2.001467743,338.4224653,747.4991608,0
2.034825539,338.4395456,730.3234863,0
2.068183334,339.1816592,721.4057922,0
2.10154113,337.3318362,702.6789093,0
2.134898926,332.3648572,704.3959045,0
2.168256722,330.4638147,706.7897034,0
2.201614517,330.4786634,706.7711639,0
2.234972313,331.3268209,706.4793396,0
2.268330109,325.6060553,749.6891022,0
2.301687904,328.0776787,722.1647644,0
2.3350457,329.0951586,713.563385,0
2.368403496,330.6344676,710.6410217,0
2.401761292,328.493228,759.3135834,0
2.435119087,327.7754903,783.714447,0
2.468476883,328.9784503,785.6671906,0
2.501834679,335.4374242,781.9663239,0
2.535192474,338.2600737,772.4230957,0
2.56855027,337.9733348,811.6301727,0
2.601908066,337.6786566,799.630661,0
2.635265862,338.6879611,794.3369293,0
2.668623657,338.5588503,791.4181519,0
2.701981453,340.8876085,791.1616516,0
2.735339249,342.0715141,792.896347,0
2.768697044,341.5555,791.8328857,0
2.80205484,337.6550102,790.7836151,0
2.835412636,335.3877068,780.4006958,0
2.868770432,330.4968596,758.4776306,0
2.902128227,324.4117427,755.7884979,0
2.935486023,330.7028532,756.8565369,0
2.968843819,333.565135,758.1110382,0
3.002201615,335.3830719,772.2587585,0
3.03555941,338.2395172,797.0085144,0
3.068917206,341.5545988,821.5861511,0
3.102275002,342.3627162,828.4481049,0
3.135632797,345.4828334,823.8818359,0
3.168990593,347.1311259,819.9420166,0
3.202348389,348.8195872,818.5066223,0
3.235706185,348.6206746,817.0925903,0
3.26906398,348.1336713,815.51651,0
3.302421776,347.6915789,815.3564453,0
3.335779572,347.4462962,815.0522614,0
3.369137367,346.3793564,815.0804138,0
3.402495163,344.435935,815.2706146,0
3.435852959,343.2019472,815.1529694,0
3.469210755,342.1389771,814.3125916,0
3.50256855,341.8009329,812.1782684,0
3.535926346,339.2500234,812.1099854,0
3.569284142,337.5099993,812.1083832,0
3.602641937,337.6278234,812.6142883,0
3.635999733,337.9977107,819.0002441,0
3.669357529,338.3974457,823.5816956,0
3.702715325,339.8852348,829.6382904,0
3.73607312,340.8998609,831.4839935,0
3.769430916,348.0891466,839.8681641,0
3.802788712,350.3636599,839.5417023,0
3.836146507,350.7946587,839.4703674,0
3.869504303,352.9614973,840.485611,0
3.902862099,357.8211021,840.6698608,0
3.936219895,356.807549,839.9625397,0
3.96957769,358.5289693,839.4462585,0
4.002935486,358.9145851,839.3326569,0
4.036293282,355.7302237,838.822403,0
4.069651077,355.5843544,836.6189575,0
4.103008873,355.4663801,836.5408325,0
4.136366669,356.5831876,838.2568359,0
4.169724465,361.7221498,838.011322,0
4.20308226,363.4518099,843.152771,0
4.236440056,363.8231134,844.7058105,0
4.269797852,363.2181358,847.5466919,0
4.303155647,363.0886173,848.37677,0
4.336513443,365.8894873,848.1602478,0
4.369871239,366.4263582,854.14505,0
4.403229035,365.9421444,857.13974,0
4.43658683,366.5281534,856.540451,0
4.469944626,367.2220516,856.4584351,0
4.503302422,367.135191,855.0333405,0
4.536660217,366.9568348,855.007782,0
4.570018013,367.103734,855.2150726,0
4.603375809,366.7413998,858.1803131,0
4.636733605,367.2654819,858.0109406,0
4.6700914,367.216258,858.1087494,0
4.703449196,367.6328802,858.0757904,0
4.736806992,367.6063585,861.4286041,0
4.770164788,366.3227177,866.21521,0
4.803522583,365.4012823,868.2678223,0
4.836880379,365.2186346,872.6704407,0
4.870238175,364.7727871,875.1956177,0
4.90359597,361.6615105,877.8388977,0
4.936953766,361.3982677,877.129364,0
4.970311562,361.4712667,876.8531799,0
5.003669358,361.6021585,876.5124512,0
5.037027153,361.7045116,874.8802948,0
5.070384949,361.7533493,870.3283691,0
5.103742745,361.8206835,867.7807617,0
5.13710054,362.2266626,867.2219849,0
5.170458336,363.9430618,867.5411987,0
5.203816132,365.9742022,866.4559174,0
5.237173928,366.5080261,866.7974854,0
5.270531723,367.047987,865.0579071,0
5.303889519,363.7787819,863.7393951,0
5.337247315,353.2773542,863.7288666,0
5.37060511,341.3210535,851.1830139,0
5.403962906,334.9016047,845.1708221,0
5.437320702,329.2815399,826.2406158,0
5.470678498,323.7113643,822.2857666,0
5.504036293,321.8630219,826.5458679,0
5.537394089,321.1986923,827.1891785,0
5.570751885,320.2016187,828.3318329,0
5.60410968,320.1164103,829.9698639,0
5.637467476,319.5083427,829.7354889,0
5.670825272,318.6948824,829.7121429,0
5.704183068,318.1599855,830.4402924,0
5.737540863,319.2467952,831.3329315,0
5.770898659,319.6156311,833.5720062,0
5.804256455,319.8049307,835.981369,0
5.83761425,319.392643,834.4503021,0
5.870972046,318.201313,836.3385773,0
5.904329842,318.6535764,836.3761139,0
5.937687638,318.8231993,836.5550995,0
5.971045433,319.0051603,836.6801453,0
6.004403229,319.0860987,828.8251495,0
6.037761025,317.8468752,816.5691376,0
6.07111882,315.1040697,807.1578217,0
6.104476616,314.7390103,793.1395721,0
6.137834412,314.8768544,787.6839447,0
6.171192208,309.63202,790.3913116,0
6.204550003,311.0088301,788.8341522,0
6.237907799,312.9934502,788.7320709,0
6.271265595,314.5713615,763.9063263,0
6.30462339,314.9869537,760.7933807,0
6.337981186,314.5729494,763.1732941,0
6.371338982,314.506259,767.6265717,0
6.404696778,314.6694231,765.7159424,0
6.438054573,318.2290792,762.2312927,0
6.471412369,318.9166689,748.5285187,0
6.504770165,318.7321973,750.490036,0
6.538127961,320.3064394,753.4604645,0
6.571485756,322.4582362,754.0734863,0
6.604843552,322.2576284,748.3675385,0
6.638201348,322.0927477,749.1956329,0
6.671559143,322.8867674,788.6216736,0
6.704916939,324.0208697,791.6864014,0
6.738274735,310.6993675,788.5092926,0
