MDVP:Fo(Hz),MDVP:Fhi(Hz),MDVP:Flo(Hz),MDVP:Jitter(%),MDVP:RAP,MDVP:PPQ,Jitter:DDP,MDVP:Shimmer,Shimmer:APQ3,Shimmer:APQ5,MDVP:APQ,Shimmer:DDA,NHR,HNR,RPDE,DFA,spread1,spread2,D2,PPE
-2.4246722e-07,0.3251188,-0.39863142,25.523041160517945,0.057138346,1.1479672,0.0032647905991134984,0.057138346,128160.0,128160.0,128160.0,128160.0,[[     0 256320]],[[     0 256320]],[[     0 256320]],[[     0 256320]],[[     0 256320]],[[     0 256320]],[[     0 256320]],[[     0 256320]]
