Time,Left_X,Left_Y
0.033356683011441346,388.2243490219116,1187.0808410644531
0.06671336602288269,389.41941261291504,1187.7664947509766
0.10007004903432402,391.36940002441406,1188.2437896728516
0.13342673204576538,391.2385940551758,1196.6846466064453
0.1667834150572067,391.1501455307007,1199.4892883300781
0.20014009806864805,391.6730260848999,1200.0237274169922
0.2334967810800894,391.60740852355957,1200.9339904785156
0.26685346409153077,385.95211029052734,1185.9318542480469
0.3002101471029721,377.74163246154785,1150.8696746826172
0.3335668301144134,389.50026512145996,1109.8172760009766
0.36692351312585475,372.9723644256592,1153.3070373535156
0.4002801961372961,368.333044052124,1164.6107482910156
0.43363687914873744,361.2607669830322,1174.9298095703125
0.4669935621601788,360.1686143875122,1174.2330932617188
0.5003502451716202,360.2362060546875,1179.9378967285156
0.5337069281830615,360.1542377471924,1175.5758666992188
0.5670636111945029,360.80217361450195,1164.7856140136719
0.6004202942059442,362.08971977233887,1158.7335968017578
0.6337769772173856,363.1117057800293,1159.7099304199219
0.6671336602288268,363.32018852233887,1160.4967498779297
0.7004903432402682,364.3549633026123,1156.8965911865234
0.7338470262517095,358.35205078125,1156.156997680664
0.7672037092631508,357.1526527404785,1105.9062194824219
0.8005603922745922,357.0085859298706,1101.715087890625
0.8339170752860335,326.1227560043335,1109.4182586669922
0.8672737582974749,317.09285259246826,1112.4920654296875
0.9006304413089162,313.0991291999817,1115.7565307617188
0.9339871243203576,322.80582904815674,1129.6888732910156
0.9673438073317989,345.7088899612427,1155.0216674804688
1.0007004903432404,353.6750292778015,1179.9354553222656
1.0340571733546817,367.9145336151123,1179.4078063964844
1.067413856366123,384.04563903808594,1137.4290466308594
1.1007705393775644,350.6335759162903,1100.0212860107422
1.1341272223890058,334.737753868103,1106.2178802490234
1.167483905400447,358.1549406051636,1114.5237731933594
1.2008405884118885,374.17176246643066,1157.1256256103516
1.2341972714233298,376.2462902069092,1156.1341857910156
1.2675539544347711,379.08376693725586,1154.8635864257812
1.3009106374462125,385.9631824493408,1137.4903106689453
1.3342673204576536,382.0667266845703,1141.5475463867188
1.367624003469095,378.56114387512207,1151.2913513183594
1.4009806864805363,356.8431043624878,1151.0986328125
1.4343373694919777,347.234787940979,1129.2912292480469
1.467694052503419,317.8010416030884,1091.8276977539062
1.5010507355148603,310.27617931365967,1081.058578491211
1.5344074185263017,309.5582914352417,1079.1059875488281
1.567764101537743,308.1406903266907,1083.8864135742188
1.6011207845491844,307.2772550582886,1087.3836517333984
1.6344774675606257,316.2176585197449,1088.4996032714844
1.667834150572067,317.1894335746765,1088.856201171875
1.7011908335835084,309.3839693069458,1091.3260650634766
1.7345475165949498,344.00607347488403,1121.3201904296875
1.7679041996063911,362.7198886871338,1133.7568664550781
1.8012608826178325,384.0599298477173,1137.9248046875
1.8346175656292738,374.7082042694092,1147.5202178955078
1.8679742486407152,385.822548866272,1123.0197143554688
1.9013309316521565,381.82137966156006,1138.6509704589844
1.9346876146635978,393.2364320755005,1144.2932891845703
1.9680442976750392,384.0572261810303,1139.818115234375
2.0014009806864808,391.49213790893555,1132.748794555664
2.034757663697922,351.5993642807007,1109.2308807373047
2.0681143467093634,366.65865898132324,1085.9452056884766
2.1014710297208046,399.8637628555298,1083.4980773925781
2.134827712732246,393.04039478302,1074.1867065429688
2.1681843957436873,388.94232273101807,1079.3704223632812
2.201541078755129,392.2596788406372,1080.4507446289062
