Time,Left_X,Left_Y,FOG
0.033357796,372.7686882,964.1670227,1
0.066715591,369.2511749,964.1383362,1
0.100073387,368.4627771,963.9505005,1
0.133431183,366.294179,963.1468964,1
0.166788979,366.8239689,963.2357025,1
0.200146774,367.0415068,963.4308624,1
0.23350457,367.0852375,963.4459686,1
0.266862366,367.1084547,963.6639404,1
0.300220161,367.3118305,963.863678,1
0.333577957,367.3452616,963.9899445,1
0.366935753,367.4797153,963.9164734,1
0.400293549,367.649703,962.8309631,1
0.433651344,367.7801657,962.842865,1
0.46700914,367.5125885,964.1825867,1
0.500366936,367.0897436,964.7097778,1
0.533724731,366.8034983,964.890213,1
0.567082527,366.6893005,965.0410461,1
0.600440323,366.6545391,965.7467651,1
0.633798119,366.6917896,965.7532501,1
0.667155914,366.7546177,965.7406616,1
0.70051371,367.0991421,965.7585907,1
0.733871506,367.6772118,965.7363129,1
0.767229301,368.152585,966.1263275,1
0.800587097,368.460288,965.9619904,1
0.833944893,368.6785555,965.6410217,1
0.867302689,369.5638132,965.6417084,1
0.900660484,370.065279,965.54039,1
0.93401828,370.6370401,965.3690338,1
0.967376076,370.9010983,964.7129822,1
1.000733872,370.9876585,964.4611359,1
1.034091667,371.8201303,964.3811035,1
1.067449463,372.6498127,963.6621857,1
1.100807259,372.8688955,962.7318573,1
1.134165054,372.8909969,962.5457001,1
1.16752285,372.8398848,961.8048859,1
1.200880646,372.8201008,961.1315155,1
1.234238442,372.7829361,960.2735138,1
1.267596237,372.6107597,960.0804138,1
1.300954033,372.5960827,959.5955658,1
1.334311829,372.5804615,959.3861389,1
1.367669624,372.5661278,959.1344452,1
1.40102742,372.5500345,959.1920471,1
1.434385216,372.479353,959.2298889,1
1.467743012,372.4294424,959.2516327,1
1.501100807,372.390604,959.2541504,1
1.534458603,372.0503712,959.5054626,1
1.567816399,371.8833447,959.3647766,1
1.601174194,371.894846,958.8839722,1
1.63453199,372.3890162,958.1031799,1
1.667889786,373.6273813,957.6490021,1
1.701247582,374.2792225,957.6904297,1
1.734605377,374.7315931,957.6702118,1
1.767963173,374.8447609,957.6634979,1
1.801320969,375.0921679,957.5283051,1
1.834678764,374.9772406,957.8333282,1
1.86803656,375.4286671,958.571701,1
1.901394356,375.3843784,959.5976257,1
1.934752152,374.6251202,960.2269745,1
1.968109947,374.1891003,961.2773132,1
2.001467743,373.6555338,962.0747375,1
2.034825539,372.3234844,961.6526794,1
2.068183334,371.9145012,960.8908081,1
2.10154113,371.5325975,959.7003937,1
2.134898926,371.1262321,958.9168549,1
2.168256722,371.2557936,958.5979462,1
2.201614517,371.3713217,957.3342133,1
2.234972313,372.4653196,956.4461517,1
2.268330109,373.6116314,955.9627533,1
2.301687904,374.9052715,955.9693146,1
2.3350457,375.100193,955.9423828,1
2.368403496,375.0710964,956.2734222,1
2.401761292,375.0832844,956.2779236,1
2.435119087,375.3874254,956.6661072,1
2.468476883,375.5500317,957.6615906,1
2.501834679,375.5723047,957.4935913,1
2.535192474,375.8140469,956.8078613,1
2.56855027,376.0294819,956.4664459,1
2.601908066,376.016221,955.566864,1
2.635265862,376.1872387,955.6841278,1
2.668623657,376.0813236,955.9689331,1
2.701981453,376.0726118,956.1000061,1
2.735339249,376.0787487,956.1060333,1
2.768697044,376.2291241,956.3830566,1
2.80205484,376.2665033,956.1464691,1
2.835412636,376.2618685,956.2487793,1
2.868770432,376.3020802,956.1135101,1
2.902128227,376.2794209,956.0988617,1
2.935486023,376.3335371,955.881958,1
2.968843819,376.3309193,955.8997345,1
3.002201615,376.3338375,955.8932495,1
3.03555941,376.3022518,955.4883575,1
3.068917206,376.3319921,954.9084473,1
3.102275002,376.3286877,954.6528625,1
3.135632797,376.3264561,954.0490723,1
3.168990593,376.312809,953.6087036,1
3.202348389,376.3187313,953.4722137,1
3.235706185,376.3137102,953.4287262,1
3.26906398,376.3114786,953.4862518,1
3.302421776,376.348772,953.6025238,1
3.335779572,376.3801432,954.1611481,1
3.369137367,376.3780403,954.163208,1
3.402495163,376.422286,954.2172241,1
3.435852959,376.555109,954.9866486,1
3.469210755,376.925211,957.6547241,1
3.50256855,376.9616461,958.9466095,1
3.535926346,377.081809,959.4817352,1
3.569284142,377.0730972,960.0049591,1
3.602641937,377.085886,960.1174164,1
3.635999733,377.0239162,960.4320526,1
3.669357529,376.9012642,960.526886,1
3.702715325,376.8917799,960.5371094,1
3.73607312,376.9067144,960.5291748,1
3.769430916,376.993103,960.5226898,1
3.802788712,377.0400524,960.515976,1
3.836146507,377.0508671,960.5826569,1
3.869504303,377.0646,960.5863953,1
3.902862099,377.0487642,960.647049,1
3.936219895,377.0532703,960.8447266,1
3.96957769,377.113266,960.9161377,1
4.002935486,377.3871517,960.9403229,1
4.036293282,377.4558163,960.9629059,1
4.069651077,377.5074005,960.9973145,1
4.103008873,377.5269699,961.2515259,1
4.136366669,377.5600147,961.5047455,1
4.169724465,377.5180006,961.6735077,1
4.20308226,377.5007057,961.7896271,1
4.236440056,377.3209763,961.7961121,1
4.269797852,377.2928667,961.8022919,1
4.303155647,377.2353601,961.7999268,1
4.336513443,377.2347593,961.8029785,1
4.369871239,377.2343731,961.8064117,1
4.403229035,377.2332573,961.7488098,1
4.43658683,377.120347,961.747818,1
4.469944626,376.9741344,961.0094452,1
4.503302422,376.8245745,960.7568359,1
4.536660217,376.782217,960.1974487,1
4.570018013,376.8181372,959.4837189,1
4.603375809,376.7815304,957.2103119,1
4.636733605,376.6536856,956.0002136,1
4.6700914,376.5278149,954.7254944,1
4.703449196,376.4658451,954.4171906,1
4.736806992,376.297617,953.0191803,1
4.770164788,376.2897635,952.9875946,1
4.803522583,376.3602734,953.0465698,1
4.836880379,376.559186,953.6988068,1
4.870238175,376.4789772,953.7355804,1
4.90359597,376.5300894,953.7595367,1
4.936953766,376.7895126,953.7844849,1
4.970311562,376.8304539,953.8163757,1
5.003669358,376.8729401,954.1112518,1
5.037027153,376.9597578,954.3300629,1
5.070384949,376.9796276,955.1854706,1
5.103742745,377.0452881,955.7956696,1
5.13710054,377.3123074,956.4482117,1
5.170458336,377.3862934,956.9181061,1
5.203816132,377.5201464,956.8852997,1
5.237173928,377.5199318,956.8886566,1
5.270531723,377.520318,956.8040466,1
5.303889519,377.5263691,956.7201233,1
5.337247315,377.4763298,956.5696716,1
5.37060511,377.4429417,956.713562,1
5.403962906,377.4279213,956.8144226,1
5.437320702,377.3220921,956.8933105,1
5.470678498,377.1927452,957.0497131,1
5.504036293,377.1559238,957.1898651,1
5.537394089,376.9498873,958.5047913,1
5.570751885,376.6887903,959.3613434,1
5.60410968,376.3135386,959.9041748,1
5.637467476,375.9418058,960.5753326,1
5.670825272,375.7247829,960.9507751,1
5.704183068,375.6652164,961.6201019,1
5.737540863,375.6611824,961.6480255,1
5.770898659,375.7082176,961.6689301,1
5.804256455,375.6464195,961.6809845,1
5.83761425,375.5738068,962.1637726,1
5.870972046,375.4969025,962.5228119,1
5.904329842,375.4742432,962.6454926,1
5.937687638,375.4794359,962.8834534,1
5.971045433,375.668478,963.1134796,1
6.004403229,375.6691217,963.2134247,1
6.037761025,375.7825041,963.2362366,1
